xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Begriff	Top_1	Top_3	Top_5
PM02989	Mozenblätter-tee	Mozenblättertee	Substantiv	-	Brombeerblättertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Tee	Grüntee	Grüntee; Tee; Förstertee	Grüntee; Tee; Förstertee; GrünerTee; grünerTee
PM03003	Mucken-buff	Muckenbuff	Substantiv	-	Malzkaffee, Kaffeersatz	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Ersatzkaffee; Gerstenkaffee; Getreidekaffee; Kaffeeersatz; Kornkaffee; Malzkaffee; Muckefuck	Malzkaffee; Kaffeeersatz; Instantkaffee	Malzkaffee; Kornkaffee; Muckefuck; Getreidekaffee; Gerstenkaffee; Kaffeeersatz; Ersatzkaffee; Instantkaffee; Filterkaffee	Malzkaffee; Kornkaffee; Muckefuck; Gerstenkaffee; Getreidekaffee; Kaffeeersatz; Ersatzkaffee; Instantkaffee; Filterkaffee
PM03010	Mucken-fuck	Muckenfuck	Substantiv	-	Malzkaffee, Kaffeersatz	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Ersatzkaffee; Gerstenkaffee; Getreidekaffee; Kaffeeersatz; Kornkaffee; Malzkaffee; Muckefuck	Malzkaffee; Gerstenkaffee; Kornkaffee; Instantkaffee	Malzkaffee; Kornkaffee; Muckefuck; Getreidekaffee; Gerstenkaffee; Instantkaffee; Filterkaffee	Malzkaffee; Kornkaffee; Muckefuck; Gerstenkaffee; Getreidekaffee; Kaffeeersatz; Ersatzkaffee; Röstkaffee; Instantkaffee; Filterkaffee
PN00008	Nabel-naß	Nabelnaß	Substantiv	-	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Fruchtwein; Weinwarm
PN00011	Nabel-wärmer	Nabelwärmer	Substantiv	-	guter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntewein	Branntewein; Schnaps; Branntwein	Branntewein; Schnaps; Branntwein; Reisschnaps; Krambambuli; Feuerwasser; Kurzer
PN00118	Nach-lauf	Nachlauf	Substantiv	2	Schnaps, der beim Brennen zuletzt herausläuft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Reisschnaps; Branntewein	Reisschnaps; Branntewein; Branntwein; Feuerwasser	Reisschnaps; Branntewein; Branntwein; Schnaps; Zuckerrohrschnaps; Feuerwasser; Kurzer
PN00118	Nach-lauf	Nachlauf	Substantiv	1	Most bzw. Wein, der beim Keltern zuletzt herausläuft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Most	Most; Traubenmost; Rebensaft	Most; Traubenmost; Rebensaft; Wein; Traubensaft
PN00330	Nacht-wächter	Nachtwächter	Substantiv	2b	abgestandenes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Starkbier; Kellerbier	Bier; Starkbier; Kellerbier; Leichtbier; Radler
PN00346	Nach-wein	Nachwein	Substantiv	-	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Landwein	Landwein; Wein; Tafelwein	Landwein; Wein; Tafelwein; Fruchtwein; Obstwein
PN00483	Nähts	Nähts	Substantiv	2b	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Feuerwasser; Kurzer
PN00746	Nebel-zerstörer	Nebelzerstörer	Substantiv	-	geringer Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Tafelwein; Weinbrand
PN00899	Nerven-schwächer	Nervenschwächer	Substantiv	-	sehr starker Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Weinwarm; Rebensaft	Wein; Weinwarm; Rebensaft; Sauser; Süßwein
PN01414	Nulpes	Nulpes	Substantiv	-	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Kaffee	Kaffee; Café; Kinderkaffee	Kaffee; Café; Kinderkaffee; Lorke; Caro-Kaffee
PN01475	Nuß-schnaps	Nußschnaps	Substantiv	-	aus grünen Walnüssen bereiteter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Anisschnaps; Branntewein	Anisschnaps; Schnaps; Branntewein; Branntwein; Kurzer	Anisschnaps; Schnaps; Branntewein; Branntwein; Feuerwasser; Kurzer
PO00109	Ober-länder	Oberländer	Substantiv	-	Wein aus der oberen Haardt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Tafelwein; Gänsewein
PO00234	Obst-saft	Obstsaft	Substantiv	-	Obstsaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Fruchtsaft; Obstsaft	Obstsaft	Obstsaft; Fruchtsaft; Saft	Obstsaft; Fruchtsaft; Saft; Gemüsesaft; O-Saft; Ananassaft
PO00242	Obst-wein	Obstwein	Substantiv	-	Obstwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	Obstwein	Obstwein; Fruchtwein; Palmwein; Apfelwein	Obstwein; Fruchtwein; Palmwein; Landwein; Tafelwein; Apfelwein; Apfelschaumwein; Apfelperlwein
PO00541	Oktober-tee	Oktobertee	Substantiv	-	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Weinbrand
PO00573	Olig	Olig	Substantiv	2	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntewein; Branntwein; Feuerwasser	Schnaps; Branntewein; Branntwein; Reisschnaps; Zuckerrohrschnaps; Feuerwasser; Kurzer
PQ00264	Quetsch	Quetsch	Substantiv	-	Zwetschgenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Pflaumenbranntwein; Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	Zwetschgenbrand; Zwetschgenschnaps; Pflaumenbranntwein	Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser; Pflaumenbranntwein	Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser; Pflaumenbranntwein; Mandellikör; Glühwein; Aprikosenbrand; Aprikosenschnaps
PQ00274	Quetschen-branntwein	Quetschenbranntwein	Substantiv	-	Zwetschgenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Pflaumenbranntwein; Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	Zwetschgenschnaps; Zwetschgenbrand	Zwetschgenschnaps; Zwetschgenwasser; Zwetschgenbrand	Zwetschgenschnaps; Zwetschgenwasser; Zwetschgenbrand; Pflaumenbranntwein; Aprikosenschnaps; Glühwein; Aprikosenbrand
PQ00303	Quetschen-schnaps	Quetschenschnaps	Substantiv	-	Zwetschgenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Pflaumenbranntwein; Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	Zwetschgenschnaps; Zwetschgenbrand; Pflaumenbranntwein	Zwetschgenschnaps; Zwetschgenbrand; Zwetschgenwasser; Pflaumenbranntwein	Zwetschgenschnaps; Zwetschgenbrand; Zwetschgenwasser; Pflaumenbranntwein; Aprikosenschnaps; Mandellikör; Aprikosenbrand
PQ00312	Quetschen-wasser	Quetschenwasser	Substantiv	-	Zwetschgenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Pflaumenbranntwein; Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	Zwetschgenschnaps; Zwetschgenbrand	Zwetschgenschnaps; Zwetschgenwasser; Zwetschgenbrand; Pflaumenbranntwein	Zwetschgenschnaps; Zwetschgenwasser; Zwetschgenbrand; Pflaumenbranntwein; Aprikosenschnaps; Mandellikör; Aprikosenbrand
PR00049	Rachen-putzer	Rachenputzer	Substantiv	1a	minderwertiger, schlechter Wein; Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Branntewein; Branntwein; Schnaps	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Obstwein; Fruchtwein
PR00049	Rachen-putzer	Rachenputzer	Substantiv	1b	scharfer Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Wein	Branntewein; Schnaps	Branntewein; Branntwein; Schnaps; Kurzer	Branntewein; Branntwein; Schnaps; Anisschnaps; Feuerwasser; Kurzer
PR00059	Rackel-gackel	Rackelgackel	Substantiv	-	schlechter, gepanschter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Tafelwein; Weinbrand
PR00102	Radetzky	Radetzky	Substantiv	-	minderwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Weinbrand; Tafelwein
PR00122	Radler-maß	Radlermaß	Substantiv	-	Mischgetränk aus Bier und Limonade	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Bier-Limonade-Mix; Biermischgetränk; Radler	Bier-Limonade-Mix	Bier-Limonade-Mix; Biermischgetränk; Bockbier	Bier-Limonade-Mix; Biermischgetränk; Bockbier; Bier; Kellerbier
PR00253	Rampaß	Rampaß	Substantiv	1.1	saurer Wein, Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Tafelwein; Gänsewein
PR00263	Rampfer	Rampfer	Substantiv	-	saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Federweißer; Sauser
PR00334	Ranzen-risser	Ranzenrisser	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Tafelwein; Gänsewein
PR00383	Rappis	Rappis	Substantiv	-	saurer, schlechter Wein; Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Weinwarm; Gänsewein
PR00399	Räppsel	Räppsel	Substantiv	-	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Tafelwein	Tafelwein; Wein; Fruchtwein	Tafelwein; Wein; Fruchtwein; Rebensaft; Gänsewein
PR00401	Rappser, Räppser	Rappser, Räppser	Substantiv	-	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Tafelwein; Roséwein
PR00454	Raspel	Raspel	Substantiv	3	scharfer Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps; Branntewein	Schnaps; Branntewein; Branntwein	Schnaps; Branntewein; Branntwein; Feuerwasser; Kurzer
PR00480	Rassi-bulli	Rassibulli	Substantiv	-	schlechter, saurer Wein; Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Tafelwein; Weinbrand
PR00571	Ratzen-butz	Ratzenbutz	Substantiv	-	starker Zwetschenschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Pflaumenbranntwein; Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	Zwetschgenschnaps; Zwetschgenbrand	Zwetschgenschnaps; Zwetschgenbrand; Zwetschgenwasser; Pflaumenbranntwein	Zwetschgenschnaps; Zwetschgenbrand; Zwetschgenwasser; Pflaumenbranntwein; Feuerzangenbowle; Aprikosenschnaps
PR00727	Rauscher	Rauscher	Substantiv	-	gärender Most	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Most	Most; Wein; Rebensaft	Most; Wein; Rebensaft; Traubenmost; Gänsewein
PR00763	Reben-blut, Reb-	Rebenblut, Rebblut	Substantiv	2	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Most; Tafelwein
PR00780	Reben-saft, Reb-	Rebensaft, Rebsaft	Substantiv	2	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Rebensaft	Wein	Wein; Landwein; Most	Wein; Landwein; Most; Bock; Weinwarm
PR01305	Reiß-mich-um	Reißmichum	Substantiv	-	für Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Kurzer; Feuerwasser; Anisschnaps
PR01306	Reiß-mischung	Reißmischung	Substantiv	-	sehr saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Weinwarm; Wein	Rebensaft; Weinwarm; Wein; Tafelwein; Weinbrand
PR01532	Rhabarber-wein	Rhabarberwein	Substantiv	-	Wein aus Rhabarber	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	Fruchtwein; Obstwein	Fruchtwein; Obstwein; Rebensaft; Ganzfruchtgetränk	Fruchtwein; Obstwein; Rebensaft; Tafelwein; Wein; Ganzfruchtgetränk; Orangensaft; Fruchtnektar
PR01551	Rhein-wasser	Rheinwasser	Substantiv	2	scherzhafte Bezeichnung des Ludwigshafener Biers	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Kellerbier	Kellerbier; Bier; Leichtbier	Kellerbier; Bier; Leichtbier; Bockbier; Starkbier
PR01691	Riesling-wein	Rieslingwein	Substantiv	-	Wein aus Riesling	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Riesling	Riesling	Riesling; Landwein; Tafelwein	Riesling; Landwein; Tafelwein; Perlwein; Bordeaux
PR01866	Rippes	Rippes	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Weinbrand
PR01901	Risser	Risser	Substantiv	2e	neuer, noch gärender Wein mit prickelndem Geschmack	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Federweißer; Sauser	Federweißer; Sauser	Federweißer; Sauser; Weinwarm; Weißburgunder	Federweißer; Sauser; Weinwarm; Weißburgunder; Grauburgunder; Weißer
PR02375	Rot-wein	Rotwein	Substantiv	-	Rotwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Roter; Rotwein	Rotwein	Rotwein; Roter; Roséwein	Rotwein; Roter; Roséwein; Rosé; Weißer
PR02699	Rülps-wasser	Rülpswasser	Substantiv	-	Sprudelwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Arbeitersekt; Brause; Kribbelwasser; Mineralwasser; Proletariersekt; Sauerbrunnen; Selters; Selterswasser; Soda; Sodawasser; Spritzwasser; Sprudel; Sprudelwasser; Wasser mit Zisch; sauerer Sprudel	Sprudelwasser	Sprudelwasser; Sodawasser; Sprudel; Spritzwasser; Selterswasser; Kribbelwasser	Sprudelwasser; Sodawasser; Sprudel; Selterswasser; Kribbelwasser; Spritzwasser; Arbeitersekt; Proletariersekt
PR02704	Rum	Rum	Substantiv	-	Rum	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Rum	Rum	Rum; Gin; Grog	Rum; Gin; Grog; Weinbrand; Radler
PR02776	Runde	Runde	Substantiv	1	von einem Teilnehmer einer Gesellschaft gestiftetes Getränk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken	das Trinken; Trunk; Gesöff; Trank	das Trinken; Trunk; Gesöff; Trank; Getränk; Drink; Türkentrank
PR02804	Rundung	Rundung	Substantiv	x2	von einem Teilnehmer einer Gesellschaft gestiftetes Getränk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken; Trunk	das Trinken; Trinkbares; Shortdrink; Getränk; Drink; Trunk; Trank	das Trinken; Trinkbares; Shortdrink; Trunk; Trinkware; Getränk; Drink; Trank; Türkentrank
PS00092	Säckels-brühe	Säckelsbrühe	Substantiv	-	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Weinbrand; Tafelwein
PS00099	Säcker, Säckert	Säcker, Säckert	Substantiv	2	geringwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Tafelwein; Weinbrand
PS00125	Säcker-wein	Säckerwein	Substantiv	-	aus Trestern gewonnener Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Gänsewein	Rebensaft; Wein; Gänsewein; Weinwarm; Kranenberger
PS00181	Saft	Saft	Substantiv	2b	als Getränk, Heilmittel zubereiteter Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Saft	O-Saft	O-Saft; Orangensaft; Saft	O-Saft; Orangensaft; Saft; Fruchtsaft; Multivitaminsaft
PS00576	Sand-wein	Sandwein	Substantiv	-	Wein, der auf Sandboden wächst	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Gänsewein; Tafelwein
PS00823	Sauer-ampfel, -ampfer, -ämpferich	Sauerampfel, Sauerampfer, ämpferich	Substantiv	2	saurer, minderwertiger, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Weinbrand; Tafelwein
PS00824	Sauerampfel-brühe	Sauerampfelbrühe	Substantiv	-	saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Tafelwein; Weinbrand
PS00860	Sauer-milch	Sauermilch	Substantiv	-	geronnene (ungekochte) Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Dickmilch; Sauermilch; gestandene Milch; saure Milch	saure Milch; gestandene Milch	saure Milch; Sauermilch; Dickmilch; gestandene Milch; haltbare Milch	saure Milch; Sauermilch; Dickmilch; gestandene Milch; haltbare Milch; H-Milch
PS00902	Saufens	Saufens	Substantiv	1	Getränk, Trinkvorrat	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Trinkbares; das Trinken	Trinkbares; das Trinken; Trinkware; Trunk; Trank	Trinkbares; das Trinken; Trinkware; Shortdrink; Trunk; Trank; Drink; Getränk
PS00946	Sauf-zeug	Saufzeug	Substantiv	-	Getränke	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Getränk	Getränk; Drink; Trunk; Trank	Getränk; Drink; Trunk; Trank; das Trinken
PS00963	Sau-gesüff	Saugesüff	Substantiv	-	minderwertiger, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Pumpenheimer	Rebensaft; Wein; Pumpenheimer; Tafelwein; Gänsewein
PS01118	Saurach	Saurach	Substantiv	2	saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Weinwarm	Weinwarm; Wein; Rebensaft	Weinwarm; Wein; Rebensaft; Tafelwein; Weinbrand
PS01303	Schächer	Schächer	Substantiv	2b	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Kellerbier; Bock	Bier; Kellerbier; Bock; Bockbier; Café
PS01466	Schafs-milch, Schaf-milch	Schafsmilch, Schafmilch	Substantiv	-	Schafsmilch, Schafmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Eselsmilch	Eselsmilch; Milch; Kuhmilch	Eselsmilch; Milch; Kuhmilch; Ziegenmilch; H-Milch
PS01637	Schamas	Schamas	Substantiv	2b	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Weinbrand; Tafelwein
PS01660	Schampanjer Champagner, Schampanjer	Schampanjer Champagner, Schampanjer	Substantiv	1	Schaumwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Champagner; Schaumwein	Schaumwein	Schaumwein; Champagner; Schampus; Eiswein	Schaumwein; Champagner; Schampus; Perlwein; Portwein; Eiswein; Prosecco; Glühwein
PS01666	Schampus	Schampus	Substantiv	-	Schaumwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Champagner; Schaumwein	Schaumwein	Schaumwein; Champagner; Prosecco; Schampus	Schaumwein; Champagner; Prosecco; Sekt; Perlwein; Schampus; Portwein
PS02326	Schiefer	Schiefer	Substantiv	2b	guter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Landwein; Weinwarm	Wein; Landwein; Weinwarm; Tafelwein; Gänsewein
PS02339	Schiefer-wein	Schieferwein	Substantiv	-	minderwertiger Wein aus schieferigem Boden	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Gänsewein; Tafelwein
PS02433	Schilcher	Schilcher	Substantiv	2	blaßroter, geringer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Rotwein; Wein	Roter; Rebensaft	Roter; Weißer; Weißwein; Rebensaft; Weinwarm; Wein	Roter; Weißer; Weißwein; Rotwein; Federweißer; Rebensaft; Weinwarm; Wein; Gänsewein
PS02455	Schilkser	Schilkser	Substantiv	-	geringer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Weinbrand; Tafelwein
PS02610	Schlabber-brühe	Schlabberbrühe	Substantiv	-	schlechtes, fades Getränk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Trunk; Gesöff	Trunk; das Trinken; Trank; Gesöff; Getränk	Trunk; das Trinken; Trank; Getränk; Drink; Gesöff
PS02621	Schlabber-milch	Schlabbermilch	Substantiv	-	geronnene Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Dickmilch; Sauermilch; gestandene Milch; saure Milch	haltbare Milch	haltbare Milch; H-Milch; Magermilch	haltbare Milch; H-Milch; Magermilch; saure Milch; gestandene Milch
PS02742	Schlaf-trunk	Schlaftrunk	Substantiv	-	Trunk vor dem Schlafengehen	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Trunk; das Trinken	Trunk; Trank; Drink; das Trinken	Trunk; Trank; Drink; das Trinken; Getränk; Türkentrank
PS02826	Schlamper, Schlämper	Schlamper, Schlämper	Substantiv	2	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Gänsewein; Porter
PS03076	Schleh-branntwein	Schlehbranntwein	Substantiv	-	aus Schlehen hergestellter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Obstbrand; Obstler; Obstschnaps; Obstwasser	Obstschnaps; Obstbrand	Obstschnaps; Obstbrand; Obstler; Obstwasser	Obstschnaps; Obstbrand; Obstler; Obstwasser; Obstgeist; Marillenschnaps
PS03089	Schleh-schnaps	Schlehschnaps	Substantiv	-	aus Schlehen hergestellter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Obstbrand; Obstler; Obstschnaps; Obstwasser	Obstschnaps; Obstwasser; Obstbrand	Obstschnaps; Obstbrand; Obstler; Obstwasser	Obstschnaps; Obstbrand; Obstler; Obstwasser; Obstgeist; Marillenschnaps
PS03107	Schleich-wein	Schleichwein	Substantiv		mit Hefe durchsetzter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Tafelwein; Weinbrand
PS03336	Schlingel	Schlingel	Substantiv	3	schlechter, minderwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Landwein; Weinwarm	Wein; Landwein; Weinwarm; Most; Bock
PS03349	Schlinken-putzer	Schlinkenputzer	Substantiv	1b	schlechter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Fusel; Schnaps	Fusel	Fusel; Schnaps; Branntewein; Branntwein	Fusel; Schnaps; Branntewein; Branntwein; Krambambuli; Feuerwasser; Kurzer
PS03438	Schloriampels-brühe	Schloriampelsbrühe	Substantiv	-	schales, fades Getränk, dünner Kaffee	Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Getränk; Kaffee; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre; Trank; Trinkbares; das Trinken; Trunk	Kaffee; Gesöff; Lurke; Brühe; Geplämpe	Kaffee; Lurke; Plampel; Gesöff; Geplämpe; Plempe; Geschlapp; das Trinken; Brühe; Plörre	Kaffee; Lurke; Plampel; Plörre; Trank; Gesöff; Geplämpe; Plempe; Lorke; Geschlapp; Plämpe; das Trinken; Brühe; Caro-Kaffee
