xml:id	Lemma	Wortart	Level	Definition	Konzept	Konzept_gemappt	Distanz_minimal	Distanz_Durchschnitt	Kante_min
PW01707	Wein-fahnen, Wein-fahne	Substantiv	-	Atemgeruch nach Weingenuß	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW01712	Wein-flasche	Substantiv	1	Weinflasche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW01725	Wein-glocke	Substantiv		Glocke, die nachts zum Schließen des Wirtshauses läutet	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW01736	Wein-haus	Substantiv	-	Weinwirtschaft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW01748	Wein-knorzen	Substantiv	-	ein Weinkenner	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW01775	Wein-probe	Substantiv	-	das Versuchen verschiedener Weinsorten	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW01787	Wein-schank	Substantiv		Weinausschank, Ort und Recht des Weinausschankes	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW01788	Wein-schankung	Substantiv		Weinausschank	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW01789	Wein-schenke	Substantiv	-	Gastwirtschaft mit Weinausschank	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW01790	wein-schenken	Verb		Wein ausschenken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW01799	wein-selig	Adjektiv	-	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW01811	Wein-stube	Substantiv	-	einfache Weingaststätte	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW01813	Wein-süffer, -süffler	Substantiv	1	wer gerne Wein trinkt	kein_Trinken	Trinken	9	9.0	
PW01825	Wein-wirt	Substantiv	-	Gastwirt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW01826	Wein-wirtschaft	Substantiv	-	Weinschenke	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW01828	Wein-zapf	Substantiv		Weintrinker, Zechbruder	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW01853	weisen	Verb		durch amtliche Weinprüfer zum Ausschank bestimmen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW02223	Wermut-bruder	Substantiv	-	Alkoholiker, der billigen Fusel trinkt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW02673	wild	Adjektiv		im Wirtshausnamen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW02789	Wind	Substantiv	1.4	Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03120	Winzer-keller	Substantiv	-	Weinausschank des örtlichen Winzervereines	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03183	Wirt	Substantiv	1	wer ein Gasthaus mit Ausschank betreibt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03187	Wirtin	Substantiv	1	Wirtsfrau, Ehefrau des Gastwirtes	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03189	Wirtschaft	Substantiv	1	Gasthaus, Lokal	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03190	wirtschaften	Verb	4	eine Gastwirtschaft betreiben	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03193	Wirts-frau	Substantiv	-	Frau des Gastwirtes, Wirtin	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03195	Wirts-haus	Substantiv	-	Gastwirtschaft, Gaststätte	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03197	Wirtshaus-bruder	Substantiv	-	Wirtshausgänger	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03199	Wirtshaus-gänger	Substantiv	-	wer oft ins Gasthaus geht	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03200	Wirtshaus-gast	Substantiv	-	wer im Gasthaus einkehrt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03201	Wirtshaus-geher	Substantiv	-	wer oft ins Gasthaus geht	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03202	Wirtshaus-geherei	Substantiv	-	häufiger Besuch im Gasthaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03204	Wirtshaus-hocker	Substantiv	-	wer oft ins Gasthaus geht	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03206	Wirtshaus-läufer	Substantiv	-	wer oft ins Gasthaus geht	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03208	Wirtshaus-schild	Substantiv	-	Schild am Wirtshaus, oft mit symbolischer Darstellung des Namens	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03211	Wirts-leute	Substantiv	-	wer eine Gastwirtschaft betreibt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03212	Wirts-lokal	Substantiv	-	Wirtschaft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03213	Wirts-Mädchen	Substantiv	-	Gastwirtstochter, oft gleichzeitig Kellnerin	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03214	Wirts-saal	Substantiv	-	größter Raum in einer Wirtschaft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03215	Wirts-schulden	Substantiv	-	nicht bezahlte Zeche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03216	Wirts-stube	Substantiv	-	Raum in der Wirtschaft, in der der Ausschank ist	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03218	Wirts-tochter	Substantiv	-	Gastwirtstochter, oft gleichzeitig Kellnerin	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PW03219	Wirts-zimmer	Substantiv	-	Wirtsstube	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PZ00031	Zahl-kellner	Substantiv	-	für das Kassieren zuständige Bedienung in Lokalen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PZ00151	zäpfeln	Verb	-	beständig, immer ein bißchen Getränke zapfen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PZ00153	Zapfen	Substantiv	5a	Trunkenbold	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PZ00154	zapfen, zäpfen	Verb	1	Wein etc. vom Zapfhahn in Trink-, AusschenkGefäße laufen lassen	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	9	9.0	
PZ00167	Zapfer	Substantiv	-	wer Getränke zapft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PZ00168	Zapf-hahn	Substantiv	-	Hahn am Faß, am Schanktresen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PZ00169	Zapf-kranen	Substantiv	-	Zapfhahn am Faß	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PZ00170	Zäpfler	Substantiv	1a	Schankwirt, der das Wirtslokal nur gepachtet hat	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PZ00197	zart, zärt	Adjektiv	1b	angenehm zu trinken, süffig	kein_Trinken	Trinken	9	9.0	
PZ00201	Zassel	Substantiv	5	Wirt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PZ00215	Zassel-wirt	Substantiv	-	Straußwirt, Wirt einer bescheidenen Schenke	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PZ00216	Zassel-wirtschaft	Substantiv	-	bescheidene, wenig attraktive Wirtschaft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PZ00279	Zech-bruder	Substantiv	-	wer gerne im Gasthaus sitzt und trinkt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PZ00282	Zecher	Substantiv	-	Trinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PZ00286	Zech-genosse	Substantiv	-	wer gerne im Gasthaus sitzt und trinkt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PZ00287	Zech-kollege	Substantiv	-	wer gerne im Gasthaus sitzt und trinkt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PZ00288	Zech-kumpan	Substantiv	-	wer gerne im Gasthaus sitzt und trinkt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PZ00961	Zopf	Substantiv	4	Alkoholrausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
PYYY	Thermos-geld	Substantiv	-	Betrag für das Öffnen selbst mitgebrachter Flaschen im Gasthaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LA00262	Angläs	Substantiv	1.	weiße Wein-Flasche, drei Viertel Liter enthaltend	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LA00303	an-setzen	Verb	3.	anstellen; Brombeeren, Mirabellen, Chinawurzel usw. in Alkohol einweichen, um ein besonders hygienisches Likör herzustellen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LB00146	Pans-bruder	Substantiv		einer, der nur für seinen Bauch sorgt, der immer essen u. trinken möchte	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LB00394	be-duselt	Adjektiv		angetrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LB00527	be-newelt	Adjektiv		leicht betrunken, benebelt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LB00615	be-sawelt	Adjektiv		betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LB00829	Kaffis-binz	Substantiv		Kaffeekanne	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LB00894	Bitsch I	Substantiv	2.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LB01409	Bremm	Substantiv		Landgut u. Wirtshaus bei Forbach	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LB01550	prowieren	Verb	1.	probieren, kosten, versuchen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LB01611	brutlich	Adjektiv	2.	abgebrüht (vom mehrfach aufgekochten Kaffee)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LB01764	Buschong	Substantiv		Korkstöpsel, Propfen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LD00053	däfen	Verb	2.	Wein mit Wasser durchsetzen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LD00093	Damp	Substantiv	3.	Rausch, Betäubung durch geistige Getränke	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LD00098	Dämpert	Substantiv	1.	starker Raucher	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LD00111	Danne-strauss	Substantiv		Tannenzweig als Aushängeschild eines Wirtshauses	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LD00361	Tibi	Substantiv		Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LD00678	Traht	Substantiv	5.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LD00698	Drank-fâs	Substantiv		Obstweinfaß	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LD00700	tränken	Verb		fast allg. das Vieh auf die Tränke führen, ihm zu trinken geben	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LD00710	Trappert	Substantiv		Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LD00928	dronken	Adjektiv	1.	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LD01174	Dusel	Substantiv	2.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LE00259	er-dischteren	Verb		verdursten	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LF00327	ver-durschten	Verb		verdursten	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LF00426	ver-juppen	Verb	2.	sich vertun, von etwas zuviel essen od. trinken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LF00703	ver-suchen	Verb		versuchen, kosten	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LF00706	ver-suffen	Verb	2.	durch Trinken verprassen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LF00823	Viertel	Substantiv	1.	der 4. Teil eines Maßes	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LF01050	Flesch	Substantiv	1.	Flasche, Feldflasche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LF01121	voll	Adjektiv	2.	betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LF01125	Vollchit	Substantiv		Betrunkenheit	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LG00073	ganglen	Verb		hin- u. herschwanken (vom Trunkenbold)	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LG00125	gaschtieren	Verb		ibid. ein Festessen veranstalten, bewirten	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LG00621	ge-schwatt	Adjektiv		betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LH00236	Här-geld	Substantiv		Handgeld, Trinkgeld	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LH00240	Harrijen	Substantiv		Handgeld, Draufgeld, Trinkgeld	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LH00573	Hib	Substantiv		Räuschchen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LH00844	Hucker	Substantiv	2.	gewohnheitsmäßiger Wirtshaussitzer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LI00092	in-schenken	Verb		einschenken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LI00095	in-schlagen	Verb		Obst, bes. Zwetschen in ein Faß füllen, um Schnaps herzustellen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LK00024	Kaffee	Substantiv	2.	Kaffeehaus	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	9	9.0	
LK00025	Kaffeebich	Substantiv		Kaffeebäuche, Spottname der Saargemünder wegen ihrer Vorliebe für Kaffee	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LK00026	Kaffeebinz	Substantiv		Kaffeekanne	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LK00032	Kaffeehôr	Substantiv		(eigentl. Kaffeehorn) Kaffeeschwester	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LK00034 	Kaffeesatz 	Substantiv		Kaffeesatz	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LK00036	Kaffeeseh	Substantiv		Kaffeesieb	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LK00038	Kaffeetût	Substantiv		Kaffeeschwester	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LK00144	kanone-voll	Adjektiv		völlig betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LK00569	Kischt	Substantiv	2.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LK00974	Konkel	Substantiv	2.	Säuferin	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LK01012	koren	Verb		kosten; versuchen, wie etwas schmeckt	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LK01030 	Koschthaus 	Substantiv		Haus, in dem man beköstigt wird	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LK01048	Kotzpenning	Substantiv		Gottespfennig, Trinkgeld, Almosen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LL00043	laden I	Verb	4.	sich mit Speise u. Trank überladen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LL00147	Läppsert	Substantiv		Mensch, der im Essen u. Trinken nicht recht zugreift	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LL00553	Lump	Substantiv		Lump, Verschwender, Trunkenbold	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LM00422	Milchhawe	Substantiv		Milchtopf	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LM00465	Minut	Substantiv	2.	Kaffeegeschirr; Topf, in welchem der Kaffee schnell zubereitet werden kann	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LM00556	Molken	Substantiv		Käsewasser in der Dickmilch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LW00164	Wässich	Substantiv		Molke, wässeriger Teil der Milch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LR00186	Rausch	Substantiv	1.	Betrunkenheit	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LR00242	regalieren	Verb	1.	bewirten, die Zeche bezahlen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LR00242	regalieren	Verb	2.	sich durch Speise u. Trank laben	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LR00400	Ribott	Substantiv		Rausch, Saufgelage	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LR00673	Rusch	Substantiv		Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS00146	Satz I	Substantiv	2.	Bodensatz, Niederschlag einer jeden Flüssigkeit	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS00468	schicker	Adjektiv		betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS00775	Schluck I	Substantiv	1.	Schluck, Zug	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS00787	Schlupp I	Substantiv	1.	Schluck, Zug, Mundvoll	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS00908 	Schapsbuddel 	Substantiv		Schnapsflasche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS00912	Schapskessel	Substantiv	b)	Schnapsnase	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS00916	Schapslischt	Substantiv		Trinkerliste	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS00917 	Schapsnas 	Substantiv		Schnapstrinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS00918	Schnapser	Substantiv		Schnapstrinker. Die Bewohner von Bettweiler (. Saargemünd) heißen Schnapser.	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS01001	Schnikert	Substantiv		Schnapstrinker	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS01005	Schnips	Substantiv	1.	kleiner Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS01117	schores	Substantiv		betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS01349	schwenken	Verb	3.	jemanden durch Spendung geistiger Getränke zu gewinnen suchen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS01415	Seidel	Substantiv		u. n. Getränk- u. Flüssigkeitsmaß, die Halbe	kein_Trinken	Getränk	9	9.0	
LS01418	Seih	Substantiv		Seihe, feines Sieb für Kaffee, Milch u. dgl	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	9	9.0	
LS01522	Siffer	Substantiv		Säufer, Trunkenbold	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS01523	Siffersch	Substantiv		Säuferin	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS01849	Spritzer	Substantiv	2.	leichter Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS02015	Steiwer	Substantiv		kleiner Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS02065	sterrevoll	Adjektiv		ganz betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS02144	Stiwer	Substantiv		Räuschchen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS02220	strack	Adjektiv	4.	sinnlos betrunken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS02432	Suckel	Substantiv		irgend ein Gegenstand, an dem gesogen wird, z. B. eine Zuckerstange	kein_Trinken	Trinken	9	9.0	
LS02447	Suff-lappe	Substantiv		Trinker, Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LS02449	Suffer	Substantiv		Säufer, Trunkenbold	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LW00410 	Winessich 	Substantiv		Weinessig	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LW00413	Wingart	Substantiv		Steueraufseher für Getränke, Steuerbote	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LW00464	Wirt	Substantiv		Wirt, Gastwirt. Wdgn	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LW00466 	Wirtshus 	Substantiv		Wirtshaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LW00467	Wirtslitt	Substantiv		Wirte	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LW00469	Wirtei	Substantiv		Wirtsgewerbe, Wirtschaft	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LW00471	Wirtschaft	Substantiv		Wirtschaft, Wirtshaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LW00478	Wisch	Substantiv	4.	Wirtshausschild, Bier- oder Weinzeichen	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	9	9.0	
LZ00034	Zapen	Substantiv	1.	Zapfen am Faß, an der Flasche, am Gebälk, Eiszapfen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LZ00038	zappen	Verb	1.	Wein, Bier vom Zapfen schenken	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	9	9.0	
LZ00125	ziehen	Substantiv	4.	zapfen	kein_Trinken	Trinken	9	9.0	
LZ00126	Zieh-stang	Substantiv		dehnbare Zuckerstange	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
LZ00202	Zuck	Substantiv		Zug, Ziehleistung, Zug beim Trinken	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EA00219	Adler	Substantiv		Adler. Häufig Wirtshausschild	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EA00250	Aff	Substantiv	4.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EA01244	Ürten	Substantiv	1.	Zeche, gemeinsamer Schmaus in einem Gasthaus	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EF00161	Fëger	Substantiv	5.	ein Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EF00342	Vollheit	Substantiv		Trunkenheit, Zustand des Betrunkenseins	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EF00447	Fahn, Fahnen	Substantiv	8.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EF00620	Viertel	Substantiv	2.	Viertele eine Flasche, die 0,25 l fassen kann, sodann der Inhalt einer solchen Flasche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EF00832	Fass	Substantiv	1.	Fass, hölzernes Gefäss, das meist zur Aufnahme von Flüssigkeiten, bes. von Wein, bestimmt ist	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EF00951	Fisch	Substantiv	2.	feste Bestandteile, die in einem vorgesetzten Getränk umherschwimmen, z. B. Pech im Bier und dgl	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EF01297	Flasch	Substantiv		Flasche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EG00198	geiferen	Verb	1.	Speichel oder Speise und Trank aus dem Munde fliessen lassen und dadurch die Kleider beschmutzen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EG00746	gunklen	Verb	2.	Wein über die Strasse verkaufen	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EG00861	Sufgurgel	Substantiv	1.	Säufer	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EG00861	Sufgurgel	Substantiv	2.	hervorstehender Kehlkopf, was vom Trinken kommen soll	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EG00945	Gas	Substantiv	3.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EG01144	Gutter(e)	Substantiv	1.	Flasche, meist mit grossem Bauch, engem Halse und Giessschnabel, oft mit Stroh umflochten, Korbflasche; aus Glas oder Steingut; dient zum Aufbewahren von Kirsch- oder Pflaumenwasser, Schnaps, Wein, Essig, Petroleum; seltener auch eine kleine Flasche	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	9	9.0	
EG01144	Gutter(e)	Substantiv	2.	trunksüchtiges, altes Weib	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EG01147	gutteren	Verb	2.	gluckern, wie Wasser, das aus einer Flasche geschüttet wird	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	9	9.0	
EG01382	Glas	Substantiv	2.	Trinkglas	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EG01382	Glas	Substantiv	3.	Flasche	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EG01697	grinen	Verb	3.	Saft ausfliessen lassen von geschnittenen Reben	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
EH00171	Huch	Substantiv	2.	Rausch	kein_Trinken	kein_Trinken	0	0.0	kein_Trinken → kein_Trinken
