xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Definition_gesplittet	Konzept	Lemma_gemappt	Konzept_Lemma	Def_kurz_gemappt	Konzept_Def_kurz	Konzept_gemappt
PB00564	Bandel	Bandel	Substantiv	-	unreinlicher Mensch	['unreinlicher Mensch']	kein_Trinken					
PS08436	Spauchets	Spauchets	Substantiv	-	Speichel	['Speichel']	kein_Trinken			Speichel	kein_Trinken	kein_Trinken
PH00119	Haber-geiß	Habergeiß	Substantiv	2b'a	überaus große weibliche Person; Mädchen mit langen Beinen;	['überaus große weibliche Person', 'Mädchen mit langen Beinen']	kein_Trinken					
PS09101	Spitzen-hübel	Spitzenhübel	Substantiv	-	Flurname	['Flurname']	kein_Trinken			Flurname	kein_Trinken	kein_Trinken
PK04001	köpfen	köpfen	Verb	1b'a	den blühenden Gipfeltrieb beim Tabak entfernen	['den blühenden Gipfeltrieb beim Tabak entfernen']	kein_Trinken					
PS11053	stöbern	stöbern	Verb	2	verscheuchen, fortjagen	['verscheuchen', 'fortjagen']	kein_Trinken					
PW02042	welschen	welschen	Verb	1	undeutlich, unverständlich sprechen	['undeutlich', 'unverständlich sprechen']	kein_Trinken					
PB01511	Beck	Beck	Substantiv	-	Bäcker	['Bäcker']	kein_Trinken			Bäcker	kein_Trinken	kein_Trinken
PA00563	ab-rüffeln	abrüffeln	Verb	-	derb ausschelten	['derb ausschelten']	kein_Trinken					
PG02471	Ge-sicht	Gesicht	Substantiv	2d	Aussehen	['Aussehen']	kein_Trinken			Aussehen	kein_Trinken	kein_Trinken
PK05940	kuranzen	kuranzen	Verb	1	peinigen, plagen	['peinigen', 'plagen']	kein_Trinken					
PB00930	Barro	Barro	Substantiv	-	Gericht	['Gericht']	kein_Trinken			Gericht	kein_Trinken	kein_Trinken
PH04468	Himmel-bett	Himmelbett	Substantiv	2	Kinderbett mit Gardinen	['Kinderbett mit Gardinen']	kein_Trinken					
PI00220	Institut	Institut	Substantiv	-	Bildungsanstalt	['Bildungsanstalt']	kein_Trinken			Bildungsanstalt	kein_Trinken	kein_Trinken
PF00097	Fahl-schecke	Fahlschecke	Substantiv	-	fahlscheckige Kuh	['fahlscheckige Kuh']	kein_Trinken					
PH02906	heraus-steigen	heraussteigen	Verb	-	heraussteigen	['heraussteigen']	kein_Trinken			heraussteigen	kein_Trinken	kein_Trinken
PS03981	Schmoll-kopf	Schmollkopf	Substantiv	-	dicker Kopf	['dicker Kopf']	kein_Trinken					
PU01162	Urin	Urin	Substantiv	-	Urin	['Urin']	kein_Trinken			Urin	kein_Trinken	kein_Trinken
PD05200	Tüpfchens-kor	Tüpfchenskor	Substantiv	-	Gesindel	['Gesindel']	kein_Trinken			Gesindel	kein_Trinken	kein_Trinken
PF04366	Vor-bühne	Vorbühne	Substantiv	-	Kirchenempore	['Kirchenempore']	kein_Trinken			Kirchenempore	kein_Trinken	kein_Trinken
PS10073	Staß-weiler	Staßweiler	Substantiv	+	Flurname und Name einer Wüstung bei KU-Altkch	['Flurname und Name einer Wüstung bei KU-Altkch']	kein_Trinken					
PW00572	wälzen	wälzen	Verb	2	etwas vor sich her rollen	['etwas vor sich her rollen']	kein_Trinken					
PZ02126	Zwitter	Zwitter	Substantiv	-	zweigeschlechtiges oder geschlechtlich unentwickeltes Lebewesen	['zweigeschlechtiges oder geschlechtlich unentwickeltes Lebewesen']	kein_Trinken					
PB01348	Baum	Baum	Substantiv	4a	Teil des Schubkarrens	['Teil des Schubkarrens']	kein_Trinken					
PN01193	Niesel-priem	Nieselpriem	Substantiv	-	alberner, mürrischer Mensch	['alberner', 'mürrischer Mensch']	kein_Trinken					
PG03411	glücklich	glücklich	Adjektiv	1b	beglückt, voll Freude	['beglückt', 'voll Freude']	kein_Trinken					
PE02359	Examen-weck	Examenweck	Substantiv	-	Weck, den der Schüler nach der Schlußprüfung erhielt	['Weck, den der Schüler nach der Schlußprüfung erhielt']	kein_Trinken					
PS06499	Schwenken-horst	Schwenkenhorst	Substantiv	-	Flurname	['Flurname']	kein_Trinken			Flurname	kein_Trinken	kein_Trinken
PZ00266	Zaupe	Zaupe	Substantiv	1a	Hündin	['Hündin']	kein_Trinken			Hündin	kein_Trinken	kein_Trinken
PD02508	tippen	tippen	Verb	2b	vom Tippen im Toto	['vom Tippen im Toto']	kein_Trinken					
PK05946	Kuratel	Kuratel	Substantiv	-	Pflegschaft, Vormundschaft	['Pflegschaft', 'Vormundschaft']	kein_Trinken					
PF05206	freuen	freuen	Verb	2	erfreuen	['erfreuen']	kein_Trinken			erfreuen	kein_Trinken	kein_Trinken
PS00293	sälen	sälen	Adjektiv	+	aus Weidenholz	['aus Weidenholz']	kein_Trinken					
PE01486	Engels-brünnchen	Engelsbrünnchen	Substantiv	-	Flurname	['Flurname']	kein_Trinken			Flurname	kein_Trinken	kein_Trinken
PD01293	taub-stumm	taubstumm	Adjektiv	-	taubstumm	['taubstumm']	kein_Trinken			taubstumm	kein_Trinken	kein_Trinken
PB01814	be-kohlen	bekohlen	Verb	-	betrügen	['betrügen']	kein_Trinken			betrügen	kein_Trinken	kein_Trinken
PH04349	Hexen-fett	Hexenfett	Substantiv	1a	Mittel in der Volksmedizin	['Mittel in der Volksmedizin']	kein_Trinken					
PE02349	ewig	ewig	Adjektiv	+1a'e	die ewige Messe	['die ewige Messe']	kein_Trinken					
PF01469	ver-größern	vergrößern	Verb	-	vergrößern	['vergrößern']	kein_Trinken			vergrößern	kein_Trinken	kein_Trinken
PE00995	ein-verstanden	einverstanden	Adjektiv	-	einverstanden	['einverstanden']	kein_Trinken			einverstanden	kein_Trinken	kein_Trinken
PE01195	Eis-stück	Eisstück	Substantiv	-	Eisstück (von unterschiedlicher Größe)	['Eisstück (von unterschiedlicher Größe)']	kein_Trinken					
PD03075	Dorf-spieß	Dorfspieß	Substantiv	+	Spieß des Dorfwächters	['Spieß des Dorfwächters']	kein_Trinken					
PS05533	Schuh	Schuh	Substantiv	2c	das Hufeisen	['das Hufeisen']	kein_Trinken					
PD00766	Tapen-schlenkerer	Tapenschlenkerer	Substantiv	-	wer mit den Händen heftig hin und her schlenkert	['wer mit den Händen heftig hin und her schlenkert']	kein_Trinken					
PW01005	Wasser-jungfer	Wasserjungfer	Substantiv	1	Libelle	['Libelle']	kein_Trinken			Libelle	kein_Trinken	kein_Trinken
PD00310	Dagobert	Dagobert	Substantiv	-	Frankenkönig aus dem Geschlecht der Merowinger	['Frankenkönig aus dem Geschlecht der Merowinger']	kein_Trinken					
PH02832	heraus-machen	herausmachen	Verb	2a'a	ins Freie gehen (vom Menschen)	['ins Freie gehen (vom Menschen)']	kein_Trinken					
PO00307	Ochsen-stern	Ochsenstern	Substantiv	-	Umdeutung des Namens des schwedischen Feldherrn Oxenstierna in dem	['Umdeutung des Namens des schwedischen Feldherrn Oxenstierna in dem']	kein_Trinken					
PG02696	ge-waltig	gewaltig	Adjektiv	2	mit Machtbefugnis ausgestattet	['mit Machtbefugnis ausgestattet']	kein_Trinken					
PD03553	Tram	Tram	Substantiv	+x	Längsbalken im Dachstuhl	['Längsbalken im Dachstuhl']	kein_Trinken					
PS01636	Scham, Schämde	Scham, Schämde	Substantiv	1	Schamgefühl	['Schamgefühl']	kein_Trinken			Schamgefühl	kein_Trinken	kein_Trinken
PB03711	Birne	Birne	Substantiv	1b	andere Früchte in Zusammensetzungen	['andere Früchte in Zusammensetzungen']	kein_Trinken					
PH02845	heraus-platschen	herausplatschen	Verb	-	unüberlegt aussprechen	['unüberlegt aussprechen']	kein_Trinken					
PG00638	Gaub-loch	Gaubloch	Substantiv	x2	Lichtloch im Dachgiebel	['Lichtloch im Dachgiebel']	kein_Trinken					
PK03329	Knopf	Knopf	Substantiv	1i'b	englisches Pfund	['englisches Pfund']	kein_Trinken					
PS08859	Spiel-mann	Spielmann	Substantiv	2	das dritte Kind, wenn die älterenBube und Mädchen waren	['das dritte Kind', 'wenn die älterenBube und Mädchen waren']	kein_Trinken					
PB05083	Bonem, Ponem	Bonem, Ponem	Substantiv	x2a	Aussehen	['Aussehen']	kein_Trinken			Aussehen	kein_Trinken	kein_Trinken
PM01984	Militär-soldat	Militärsoldat	Substantiv	-	Soldat	['Soldat']	kein_Trinken			Soldat	kein_Trinken	kein_Trinken
PK03371	Knorkser	Knorkser	Substantiv	-	ungeschickter Mensch	['ungeschickter Mensch']	kein_Trinken					
PS01104	Sau-pech	Saupech	Substantiv	-	großes Mißgeschick, Unglück	['großes Mißgeschick', 'Unglück']	kein_Trinken					
PH06694	Hosen-rappler	Hosenrappler	Substantiv	-	wer in die Hosen pißt	['wer in die Hosen pißt']	kein_Trinken					
PW00834	Wäsche	Wäsche	Substantiv	3c	Bezeichnung für ein Kaiserslauterer Schwimmbad	['Bezeichnung für ein Kaiserslauterer Schwimmbad']	kein_Trinken					
PF03095	vier-jährig	vierjährig	Adjektiv	-	vierjährig	['vierjährig']	kein_Trinken			vierjährig	kein_Trinken	kein_Trinken
PL00405	längden	längden	Verb	-	der Länge nach abmessen	['der Länge nach abmessen']	kein_Trinken					
PS05036	Schon-zeit	Schonzeit	Substantiv	-	gesetzlich bestimmte Zeit, in der Wild nicht gejagt werden darf	['gesetzlich bestimmte Zeit', 'in der Wild nicht gejagt werden darf']	kein_Trinken					
PL00888	laustern	laustern	Verb	2	beim Kartenspiel zusehen	['beim Kartenspiel zusehen']	kein_Trinken					
PG03902	grasen	grasen	Verb	2	Unkraut jäten	['Unkraut jäten']	kein_Trinken					
PB04628	blutt	blutt	Adjektiv	1b	ohne schützende Decke	['ohne schützende Decke']	kein_Trinken					
PH07257	Hunds-steuer	Hundssteuer	Substantiv	-	Hundesteuer	['Hundesteuer']	kein_Trinken			Hundesteuer	kein_Trinken	kein_Trinken
PW01582	Wei-fuß	Weifuß	Substantiv	-	Beifuß (Artemisia vulgaris)	['Beifuß (Artemisia vulgaris)']	kein_Trinken					
PS08809	Spiegel	Spiegel	Substantiv	1a	Fläche mit Reflexionsschicht, in der man sich betrachten kann	['Fläche mit Reflexionsschicht', 'in der man sich betrachten kann']	kein_Trinken					
PS11701	Streif-wolken	Streifwolken	Substantiv	-	Zirruswolke	['Zirruswolke']	kein_Trinken			Zirruswolke	kein_Trinken	kein_Trinken
PB01039	basten	basten	Verb	'2	dulfen, brechen	['dulfen', 'brechen']	kein_Trinken					
PW01914	Weiß-kuchen	Weißkuchen	Substantiv	-	Hefekuchen	['Hefekuchen']	kein_Trinken			Hefekuchen	kein_Trinken	kein_Trinken
PD02747	Dol, Dole	Dol, Dole	Substantiv	1b	mit Steingeröll gefüllter Abzugsgraben	['mit Steingeröll gefüllter Abzugsgraben']	kein_Trinken					
PB07809	Butter-wurzel	Butterwurzel	Substantiv	-	Leinkraut (Linaria vulgaris)	['Leinkraut (Linaria vulgaris)']	kein_Trinken					
PS01983	Scheiden-katarrh	Scheidenkatarrh	Substantiv	-	eine Krankheit des Geschlechtsorgans der Kuh	['eine Krankheit des Geschlechtsorgans der Kuh']	kein_Trinken					
PA01474	altern	altern	Verb	-	alt werden	['alt werden']	kein_Trinken					
PS03788	Schmeichlerei	Schmeichlerei	Substantiv	x	übertriebene Komplimente, oft nicht ganz aufrichtig	['übertriebene Komplimente', 'oft nicht ganz aufrichtig']	kein_Trinken					
PS04837	Schnuller	Schnuller	Substantiv	5	Necknameame für ein Kaiserslauterer Stadtoriginal	['Necknameame für ein Kaiserslauterer Stadtoriginal']	kein_Trinken					
PS06156	Schwappel-licht	Schwappellicht	Substantiv	-	Öllicht	['Öllicht']	kein_Trinken			Öllicht	kein_Trinken	kein_Trinken
PB00693	Panz-stich	Panzstich	Substantiv	-	Stich, der bei Blähsucht des Rindes vorgenommen wird	['Stich, der bei Blähsucht des Rindes vorgenommen wird']	kein_Trinken					
PS04470	Schnee-könig	Schneekönig	Substantiv	-	fiktive Gestalt	['fiktive Gestalt']	kein_Trinken					
PO00638	Onkel	Onkel	Substantiv	1c	älterer entfernterer männlicher Verwandter	['älterer entfernterer männlicher Verwandter']	kein_Trinken					
PH00851	Hamster-tasche	Hamstertasche	Substantiv	2	Schimpfwort auf den Geizhals	['Schimpfwort auf den Geizhals']	kein_Trinken					
PW01278	wegeln	wegeln	Verb	3	etwas mit Anstrengung bugsieren	['etwas mit Anstrengung bugsieren']	kein_Trinken					
PD03653	trappen	trappen	Verb	'2.1	schwer und laut auftreten	['schwer und laut auftreten']	kein_Trinken					
PM00789	Markt-meister	Marktmeister	Substantiv	+	Aufseher über das Marktwesen einer Stadt	['Aufseher über das Marktwesen einer Stadt']	kein_Trinken					
PK02892	Klotz	Klotz	Substantiv	1d'b	Johannisbeertraube	['Johannisbeertraube']	kein_Trinken			Johannisbeertraube	kein_Trinken	kein_Trinken
PB07595	Buß	Buß	Substantiv	'2	Kuß	['Kuß']	kein_Trinken			Kuß	kein_Trinken	kein_Trinken
PD00387	daher-taumeln	dahertaumeln	Verb	-	taumelnd gehen	['taumelnd gehen']	kein_Trinken					
PS09656	Stachel	Stachel	Substantiv	1b	Ährengranne (bes. von der Gerste)	['Ährengranne (bes. von der Gerste)']	kein_Trinken					
PG03318	glitschen	glitschen	Verb	1	gleiten, ausgleiten	['gleiten', 'ausgleiten']	kein_Trinken					
PE00031	Eber-barg	Eberbarg	Substantiv	-	verschnittenes männliches Schwein	['verschnittenes männliches Schwein']	kein_Trinken					
PM02919	Mosel	Mosel	Substantiv	1	Flurname (Fluß zum Rhein)	['Flurname (Fluß zum Rhein)']	kein_Trinken					
PH07127	Hunds-buckel	Hundsbuckel	Substantiv	2	Flurname	['Flurname']	kein_Trinken			Flurname	kein_Trinken	kein_Trinken
PM00746	Mark	Mark	Substantiv	+'3.2	Gewichtseinheit für Edelmetall	['Gewichtseinheit für Edelmetall']	kein_Trinken					
PE01734	Erbsen-klicker	Erbsenklicker	Substantiv	-	Frucht der Erbse	['Frucht der Erbse']	kein_Trinken					
PW03912	Wüst-gesicht	Wüstgesicht	Substantiv	-	häßliches Gesicht	['häßliches Gesicht']	kein_Trinken					
PE02414	Eze	Eze	Substantiv	-	Hinweis, Anregung	['Hinweis', 'Anregung']	kein_Trinken					
PA00292	ab-handeln	abhandeln	Verb	1	unter viel Handeln, Feilschen etwas abkaufen	['unter viel Handeln', 'Feilschen etwas abkaufen']	kein_Trinken					
PZ00944	Zolches	Zolches	Substantiv	-	Herumstreicher, Vagabund	['Herumstreicher', 'Vagabund']	kein_Trinken					
PK01043	Katechismus	Katechismus	Substantiv	-	Religionsbuch in Fragen und Antworten	['Religionsbuch in Fragen und Antworten']	kein_Trinken					
PS10303	steif-holzig	steifholzig	Adjektiv	x	aufsässig, stur	['aufsässig', 'stur']	kein_Trinken					
PW02804	Winde	Winde	Substantiv	1a	Gerät zum Heben schwerer Lasten	['Gerät zum Heben schwerer Lasten']	kein_Trinken					
PR01122	Reib-maschine	Reibmaschine	Substantiv	-	Küchengerät zum Zerkleinern (von Brot, Kartoffeln u.a)	['Küchengerät zum Zerkleinern (von Brot', 'Kartoffeln u.a)']	kein_Trinken					
PK03599	Kochlöffel-schisser	Kochlöffelschisser	Substantiv	-	Junge, der am Pfingstmorgen verschläft	['Junge, der am Pfingstmorgen verschläft']	kein_Trinken					
PA00769	ab-stellen	abstellen	Verb	2a	ein Gehwerk zum Stehen bringen	['ein Gehwerk zum Stehen bringen']	kein_Trinken					
PB01062	Pate	Pate	Substantiv	2	Onkel	['Onkel']	kein_Trinken			Onkel	kein_Trinken	kein_Trinken
PK00669	karcheln, kärcheln	karcheln, kärcheln	Verb	2	im Spazierwagen ausfahren	['im Spazierwagen ausfahren']	kein_Trinken					
PA00411	ab-lassen	ablassen	Verb	II	sich von einem, von etwas trennen	['sich von einem', 'von etwas trennen']	kein_Trinken					
PW02366	wetzeln	wetzeln	Verb	-	necken	['necken']	kein_Trinken			necken	kein_Trinken	kein_Trinken
PG01562	Gelb-rübe	Gelbrübe	Substantiv	2d	Neckname	['Neckname']	kein_Trinken			Neckname	kein_Trinken	kein_Trinken
PK05248	Krubbel-kopf	Krubbelkopf	Substantiv	2	Mensch mit krausem Haar	['Mensch mit krausem Haar']	kein_Trinken					
PD01563	Deck-stein	Deckstein	Substantiv	-	Stein über der Unruh in Uhren	['Stein über der Unruh in Uhren']	kein_Trinken					
PB02665	Pfarrer	Pfarrer	Substantiv	2	Anführer des Kerwezuges	['Anführer des Kerwezuges']	kein_Trinken					
PE01708	erblich	erblich	Adjektiv	x2	ansteckend	['ansteckend']	kein_Trinken			ansteckend	kein_Trinken	kein_Trinken
PM02923	Moses-kalb	Moseskalb	Substantiv	-	dummer Mensch	['dummer Mensch']	kein_Trinken					
PZ01143	Zucker-schnute	Zuckerschnute	Substantiv	3	Necknameame für die Bewohner von Frankth	['Necknameame für die Bewohner von Frankth']	kein_Trinken					
PS11088	stock-fremd	stockfremd	Adjektiv	x	unbekannt	['unbekannt']	kein_Trinken			unbekannt	kein_Trinken	kein_Trinken
PG00031	gabisch	gabisch	Adjektiv	-	ungeschickt, linkisch	['ungeschickt', 'linkisch']	kein_Trinken					
PU00427	Um-kehr	Umkehr	Substantiv	1	das Umkehren, Zurückkehren	['das Umkehren', 'Zurückkehren']	kein_Trinken					
PF00126	fahren	fahren	Verb	I2b	das Vieh auf die Weide treiben	['das Vieh auf die Weide treiben']	kein_Trinken					
PD02280	Dieb-haus	Diebhaus	Substantiv	+	Gefängnis für Diebe	['Gefängnis für Diebe']	kein_Trinken					
PG02294	ge-scheit	gescheit	Adjektiv	1c	recht, ordentlich	['recht', 'ordentlich']	kein_Trinken					
PS03689	Schmal-geiß	Schmalgeiß	Substantiv	-	magere, unfruchtbare Ziege	['magere', 'unfruchtbare Ziege']	kein_Trinken					
PS02102	Schemise	Schemise	Substantiv	2	Aktenumschlag	['Aktenumschlag']	kein_Trinken			Aktenumschlag	kein_Trinken	kein_Trinken
PG03924	Gras-korb	Graskorb	Substantiv	1	Korb mit zwei Henkeln für Gras, Holz, Obst, Kartoffeln	['Korb mit zwei Henkeln für Gras', 'Holz', 'Obst', 'Kartoffeln']	kein_Trinken					
PZ00782	Zinken	Zinken	Substantiv	6a	ein spitzes Waldstück	['ein spitzes Waldstück']	kein_Trinken					
PU01032	unter-stützen	unterstützen	Verb	2	mit Worten oder Sachmitteln fördern, beistehen	['mit Worten oder Sachmitteln fördern', 'beistehen']	kein_Trinken					
PF04639	vor-rupfen	vorrupfen	Verb	-	Unangenehmes in Erinnerung bringen	['Unangenehmes in Erinnerung bringen']	kein_Trinken					
PB07135	Bühl-klamm	Bühlklamm	Substantiv	-	Flurname	['Flurname']	kein_Trinken			Flurname	kein_Trinken	kein_Trinken
PD04559	Drohnen-zelle	Drohnenzelle	Substantiv	-	Zelle, in der eine Drohne ausgebrütet wird	['Zelle', 'in der eine Drohne ausgebrütet wird']	kein_Trinken					
PS11450	Strähl	Strähl	Substantiv	2b	Stechapfel (Datura stramonium)	['Stechapfel (Datura stramonium)']	kein_Trinken					
PR01945	Rochus	Rochus	Substantiv	2	Neckname	['Neckname']	kein_Trinken			Neckname	kein_Trinken	kein_Trinken
PS04496	Schnee-wasser	Schneewasser	Substantiv	2	gleichzeitiger Niederschlag von Regen und Schnee	['gleichzeitiger Niederschlag von Regen und Schnee']	kein_Trinken					
PF04967	Franken-schnauzer	Frankenschnauzer	Substantiv	-	Oberlippenbart mit herabhängenden Spitzen	['Oberlippenbart mit herabhängenden Spitzen']	kein_Trinken					
PS01143	Sau-rüssel	Saurüssel	Substantiv	3	Schimpfwort	['Schimpfwort']	kein_Trinken			Schimpfwort	kein_Trinken	kein_Trinken
PE02089	Erz-ader	Erzader	Substantiv	-	Erzader	['Erzader']	kein_Trinken			Erzader	kein_Trinken	kein_Trinken
PF01165	ver-binden	verbinden	Verb	2	beim Binden verbrauchen	['beim Binden verbrauchen']	kein_Trinken					
PS02563	Schinken-plätscher	Schinkenplätscher	Substantiv	-	Lehrer	['Lehrer']	kein_Trinken			Lehrer	kein_Trinken	kein_Trinken
PF05292	froh	froh	Adjektiv	1b	erfreut (über etwas)	['erfreut (über etwas)']	kein_Trinken					
PF01585	ver-interessieren	verinteressieren	Verb	-	interessieren	['interessieren']	kein_Trinken			interessieren	kein_Trinken	kein_Trinken
PI00036	Iggel-heim	Iggelheim	Substantiv	-	Ort im . LU	['Ort im . LU']	kein_Trinken					
PF03950	Floher	Floher	Substantiv	2	Mann, der sich ungebührlich benimmt	['Mann, der sich ungebührlich benimmt']	kein_Trinken					
PK02914	klug	klug	Adjektiv	3	aus etwas klug werden, verstehen	['aus etwas klug werden', 'verstehen']	kein_Trinken					
PF04927	Fotze	Fotze	Substantiv	1b	weibl. Geschlechtsteil bei der Kuh	['weibl. Geschlechtsteil bei der Kuh']	kein_Trinken					
PS06999	Seih-becken	Seihbecken	Substantiv	-	durchlöchertes Gefäß, Sieb zum Filtrieren von Flüssigkeiten	['durchlöchertes Gefäß', 'Sieb zum Filtrieren von Flüssigkeiten']	kein_Trinken					
PD02038	Teufels-nase	Teufelsnase	Substantiv	-	Hirtentäschelkraut (Capsella bursa-pastoris)	['Hirtentäschelkraut (Capsella bursa-pastoris)']	kein_Trinken					
PR00041	Rachel	Rachel	Substantiv	-	enge Felsspalte	['enge Felsspalte']	kein_Trinken					
PZ01346	Zunge	Zunge	Substantiv	2a	Lederlasche im Schnürschuh	['Lederlasche im Schnürschuh']	kein_Trinken					
PS10434	Stein-kar	Steinkar	Substantiv	-	mit Steinen gefüllte Bodensenke	['mit Steinen gefüllte Bodensenke']	kein_Trinken					
PR02249	Roß-quecke	Roßquecke	Substantiv	-	die häufige Unkrautpflanze Agriopyrum repens	['die häufige Unkrautpflanze Agriopyrum repens']	kein_Trinken					
PE02006	er-pressen	erpressen	Verb	-	erpressen	['erpressen']	kein_Trinken			erpressen	kein_Trinken	kein_Trinken
PG03440	Glüh-birne	Glühbirne	Substantiv	2	rote Nase	['rote Nase']	kein_Trinken					
PH01267	Harren-risser	Harrenrisser	Substantiv	-	an einer Stange befestigter Haken zum Herabreißen dürrer Äste	['an einer Stange befestigter Haken zum Herabreißen dürrer Äste']	kein_Trinken					
PD00999	Darein-, Darin-gabe	Dareingabe, Daringabe	Substantiv	-	Zugabe	['Zugabe']	kein_Trinken			Zugabe	kein_Trinken	kein_Trinken
PA01070	Ader	Ader	Substantiv	'2.3	Adernartiges	['Adernartiges']	kein_Trinken			Adernartiges	kein_Trinken	kein_Trinken
PA03271	Auf-ruhr	Aufruhr	Substantiv	-	Aufregung, Menschenauflauf	['Aufregung', 'Menschenauflauf']	kein_Trinken					
PS11316	Storren	Storren	Substantiv	1b	eine kranke Frucht	['eine kranke Frucht']	kein_Trinken					
PH03424	herüber-gehen	herübergehen	Verb	-	hinübergehen	['hinübergehen']	kein_Trinken			hinübergehen	kein_Trinken	kein_Trinken
PS02966	Schlapp-schnute	Schlappschnute	Substantiv	2	Mensch mit geschwätzigem, vorlautem, frechem Mundwerk; Großsprecher	['Mensch mit geschwätzigem', 'vorlautem', 'frechem Mundwerk', 'Großsprecher']	kein_Trinken					
PS12634	Suppen-feld	Suppenfeld	Substantiv	-	Flurname	['Flurname']	kein_Trinken			Flurname	kein_Trinken	kein_Trinken
PS11958	Stromer	Stromer	Substantiv	2a	herumstreunender, herrenloser Hund	['herumstreunender', 'herrenloser Hund']	kein_Trinken					
PR02881	Russe	Russe	Substantiv	2b	ungebildeter, roher Mensch	['ungebildeter', 'roher Mensch']	kein_Trinken					
PL01476	Leim-schnitte	Leimschnitte	Substantiv	-	Leimscheibe (Handelsform des Leims)	['Leimscheibe (Handelsform des Leims)']	kein_Trinken					
LK00637	kläsper	kläsper	Adjektiv		schmächtig, unansehnlich, zart gebaut; geschmeidig	['schmächtig', 'unansehnlich', 'zart gebaut', 'geschmeidig']	kein_Trinken					
LB00012	bäbich	bäbich	Adjektiv		kleberig, schmierig	['kleberig', 'schmierig']	kein_Trinken					
LG00014	gägelich	gägelich	Adjektiv		geckig, kindisch, zum Lachen geneigt	['geckig', 'kindisch', 'zum Lachen geneigt']	kein_Trinken					
LI00116	irich	irich	Adjektiv		eigensinnig, dickköpfig, nicht aufgelegt zu etwas	['eigensinnig', 'dickköpfig', 'nicht aufgelegt zu etwas']	kein_Trinken					
LA00196	alterdimlich, altertemlech	alterdimlich, altertemlech	Adjektiv		altertümlich	['altertümlich']	kein_Trinken			altertümlich	kein_Trinken	kein_Trinken
LR00654	rumpeldich	rumpeldich	Adjektiv	1.	runzelig, faltig, zerknittert	['runzelig', 'faltig', 'zerknittert']	kein_Trinken					
LF00714	Ver-tattert, ver-daddert	Vertattert, verdaddert	Adjektiv		schwatzhaft	['schwatzhaft']	kein_Trinken			schwatzhaft	kein_Trinken	kein_Trinken
LK00588	kitterlich	kitterlich	Adjektiv	1.	schwächlich, kränklich, schwer aufzuziehen	['schwächlich', 'kränklich', 'schwer aufzuziehen']	kein_Trinken					
LK00379	kennich	kennich	Adjektiv	1.	kundig, bewandert	['kundig', 'bewandert']	kein_Trinken					
LD01078	dumpsich	dumpsich	Adjektiv		dumpf, dumpfig	['dumpf', 'dumpfig']	kein_Trinken					
LK01109	kränkeldich	kränkeldich	Adjektiv		kränklich	['kränklich']	kein_Trinken			kränklich	kein_Trinken	kein_Trinken
LF00841	viljone-forwech	viljoneforwech	Adjektiv		violettfarbig	['violettfarbig']	kein_Trinken			violettfarbig	kein_Trinken	kein_Trinken
LK00191	kär	kär	Adjektiv		wählerisch, empfindlich gegen schmutzige Arbeit u. unsaubere Speisen	['wählerisch', 'empfindlich gegen schmutzige Arbeit u. unsaubere Speisen']	kein_Trinken					
LS00142	Sattel	Sattel	Substantiv	1.	Sattel	['Sattel']	kein_Trinken			Sattel	kein_Trinken	kein_Trinken
LK00619	Klä(n)-mihl	Klänmihl, Klämihl	Substantiv		Kleinmühle, Ortsbezeichnung in der Gemeinde Rieding	['Kleinmühle', 'Ortsbezeichnung in der Gemeinde Rieding']	kein_Trinken					
LF01207	Fransel	Fransel	Substantiv	1.	Franse	['Franse']	kein_Trinken			Franse	kein_Trinken	kein_Trinken
LB01316	Bouf	Bouf	Substantiv		Bube	['Bube']	kein_Trinken			Bube	kein_Trinken	kein_Trinken
LD00891	Triwelieres	Triwelieres	Substantiv		das Drängeln, die Quälerei	['das Drängeln, die Quälerei']	kein_Trinken					
LB00463	Peischten	Peischten	Substantiv		Pfingsten	['Pfingsten']	kein_Trinken			Pfingsten	kein_Trinken	kein_Trinken
LR00546	Ronsch	Ronsch	Substantiv		Schaukel, Schaukelstange, Schaukelbrett	['Schaukel', 'Schaukelstange', 'Schaukelbrett']	kein_Trinken					
LF01000	Flatschen	Flatschen	Substantiv		flacher Haufen nassen Drecks, Kuhfladen	['flacher Haufen nassen Drecks', 'Kuhfladen']	kein_Trinken					
LD01101	Tupi I	Tupi	Substantiv		Kreisel	['Kreisel']	kein_Trinken			Kreisel	kein_Trinken	kein_Trinken
LF00033	Fall II	Fall	Substantiv	1.	Falle	['Falle']	kein_Trinken			Falle	kein_Trinken	kein_Trinken
LK00640	Klatsch-ros	Klatschros	Substantiv		Klatschmohn, Klatschrose	['Klatschmohn', 'Klatschrose']	kein_Trinken					
LW00504	Witing	Witing	Substantiv		Weite, Umfang, Entfernung	['Weite', 'Umfang', 'Entfernung']	kein_Trinken					
LA00079	Ädde	Ädde	Substantiv		Vater (fast nur von Juden u. für Juden gebräuchlich)	['Vater (fast nur von Juden u. für Juden gebräuchlich)']	kein_Trinken					
LD00829	Treppling	Treppling	Substantiv		Treppenstufe	['Treppenstufe']	kein_Trinken			Treppenstufe	kein_Trinken	kein_Trinken
LS00861	Schmodler	Schmodler	Substantiv		einer, der schmodelt; unreinlicher Mensch	['einer, der schmodelt', 'unreinlicher Mensch']	kein_Trinken					
