ID	Lemma	Definition	Konzept	Konzept_gemappt	Antwort_ungültig
LW00471	Wirtschaft	Wirtschaft, Wirtshaus	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
LW00478	Wisch	Wirtshausschild, Bier- oder Weinzeichen	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
LZ00034	Zapen	Zapfen am Faß, an der Flasche, am Gebälk, Eiszapfen	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
LZ00038	zappen	Wein, Bier vom Zapfen schenken	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	
LZ00125	ziehen	zapfen	kein_Trinken	[ungültig]	Trinken.Alkoholfreies_Kaltgetränk.Softdrink
LZ00126	Zieh-stang	dehnbare Zuckerstange	kein_Trinken	kein_Trinken	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Süßigkeit_Zuckerware oder besser passend: kein_Trinken 
Da ""Zuckerstange"" keine passende Kategorie hat, ist die genaue Antwort: 
kein_Trinken"
LZ00202	Zuck	Zug, Ziehleistung, Zug beim Trinken	kein_Trinken	Trinken.Alkohol_trinken	
EA00219	Adler	Adler. Häufig Wirtshausschild	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	
EA00250	Aff	Rausch	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
EA01244	Ürten	Zeche, gemeinsamer Schmaus in einem Gasthaus	kein_Trinken	Trinken.Alkohol_trinken	
EF00161	Fëger	ein Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EF00342	Vollheit	Trunkenheit, Zustand des Betrunkenseins	kein_Trinken	Trinken.Alkohol_trinken	
EF00447	Fahn, Fahnen	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EF00620	Viertel	Viertele eine Flasche, die 0,25 l fassen kann, sodann der Inhalt einer solchen Flasche	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
EF00832	Fass	Fass, hölzernes Gefäss, das meist zur Aufnahme von Flüssigkeiten, bes. von Wein, bestimmt ist	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
EF00951	Fisch	feste Bestandteile, die in einem vorgesetzten Getränk umherschwimmen, z. B. Pech im Bier und dgl	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	
EF01297	Flasch	Flasche	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
EG00198	geiferen	Speichel oder Speise und Trank aus dem Munde fliessen lassen und dadurch die Kleider beschmutzen	kein_Trinken	Trinken.Geräuschvoll_trinken	
EG00746	gunklen	Wein über die Strasse verkaufen	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
EG00861	Sufgurgel	Säufer	kein_Trinken	Trinken.Alkohol_trinken	
EG00861	Sufgurgel	hervorstehender Kehlkopf, was vom Trinken kommen soll	kein_Trinken	Trinken.Alkohol_trinken	
EG00945	Gas	Rausch	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
EG01144	Gutter(e)	Flasche, meist mit grossem Bauch, engem Halse und Giessschnabel, oft mit Stroh umflochten, Korbflasche; aus Glas oder Steingut; dient zum Aufbewahren von Kirsch- oder Pflaumenwasser, Schnaps, Wein, Essig, Petroleum; seltener auch eine kleine Flasche	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
EG01144	Gutter(e)	trunksüchtiges, altes Weib	kein_Trinken	Trinken.Alkohol_trinken	
EG01147	gutteren	gluckern, wie Wasser, das aus einer Flasche geschüttet wird	kein_Trinken	Trinken.Geräuschvoll_trinken	
EG01382	Glas	Trinkglas	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
EG01382	Glas	Flasche	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
EG01697	grinen	Saft ausfliessen lassen von geschnittenen Reben	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	
EH00171	Huch	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EH00171	Huch	Spottname für Personen beiderlei Geschlechts, die viel geistige Getränke zu sich nehmen	kein_Trinken	Trinken.Alkohol_trinken	
EH00214	Hudel	liederliche, bes. in der Kleidung nachlässige Person; Lump, Säufer, wilder, ungestümer Mensch, schlechter Arbeiter, der alles nur obenhin macht	kein_Trinken	kein_Trinken	"Trinken ist nicht direkt genannt, aber das beschriebene Verhalten passt am besten zu einem Aspekt des Konzepts ""Trinken"", insbesondere zu einem Teilaspekt, der sich auf übermäßigen oder exzessiven Alkoholkonsum bezieht. Da das Wort ""Säufer"" einen Menschen beschreibt, der viel Alkohol trinkt, und die Liste keine direkte Kategorie für ""Trinker"" oder ""Säufer"" enthält, bleibt als passendste Antwort:

kein_Trinken"
EH00479	Wirtshushocker	Stammgast, der immer in der Wirtschaft zu finden	kein_Trinken	kein_Trinken	kein_Trinken
EH00642	Windhals	langhalsige Flasche mit einem Rauminhalt von etwa	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
EH00857	Hahn(e)	Wirtshaus zum Hahn	kein_Trinken	kein_Trinken	kein_Trinken
EH00857	Hahn(e)	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EH01228	hops	ist angetrunken	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	
EH01237	Hüps	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EH01413	Schrëpfhörnle, Schrëpfhörnel	kleines Bierglas	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	
EH01490	Hirz	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EH01490	Hirz	Wirtshausschild	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	
EH01600	Wirtshus	Wirtschaft, Gastwirtschaft	kein_Trinken	kein_Trinken	kein_Trinken
EH01674	Hutt(e)	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EH01683	Hut	Haut auf der Milch	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	
EJ00209	jästig, jastig	in Gärung begriffen, brausend (Wein)	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
EK00019	Keib	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EK00064	Schöpfkübel	kleiner hölzerner Kübel zum Schöpfen von Wasser oder Wein	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
EK00069	Kachel(e)	irdenes Gefäss, Topf, mit rundem Boden und senkrechten Wänden, bes. zum Aufbewahren von Milch; Schüssel, grosse Kaffeetasse; Nachtgeschirr; Isolator der Telegraphenstange	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	
EK00182	Kaffee, Kaffi	Kaffeehaus	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	
EK00185	Kaffinell	Kaffeeschwester	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	
EK00193	Käfer	leichter Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EK00380	verkalchen	(den Kaffee) überzuckern	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	
EK00427	Kam(e)rad	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EK00555	Kann	Kännchen, auch für Milch, Petrol u. s. w., bes. aber für Bier; ein Zehntel Liter enthaltend. In früherer Zeit wurde das Bier in Krügen aus Steingut, mit dem Zeichen	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	
EK00577	Kanon(e)	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EK00942	Inkehr	Einkehr	kein_Trinken	Trinken	
EK00947	i(n) kehren	einkehren	kein_Trinken	Trinken.Austrinken	
EK01253	Kasten	Rausch	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	
EK01280	Kist(e)	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EK01313	Käter	Weinrausch	kein_Trinken	Trinken.Alkohol_trinken	
EK01340	Kittel	Rausch	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
EK01385	Kuttel	dicke Person, Fresser, Säufer	kein_Trinken	Trinken.Alkohol_trinken	
EK01714	klutteren	plätschern, in Flüssigkeiten Blasen und gurgelnde Töne hervorbringen, z. B. beim Sieden, beim Sprudeln einer Quelle, beim Einschenken aus einer Flasche, beim Waschen, bes. beim Spielen im Wasser	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	
EK01976	knautschen, knotschen	Wein mit Wasser vermengen	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
EK02087	Krueg	Trunkenbold, Säufer	kein_Trinken	Trinken.Alkohol_trinken	
EK02120	Krall(e)	Luftbläschen auf Wein od. Branntwein	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
EK02258	krärzen	prickeln (vom gährenden neuen Wein)	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
EK02568	Kräz(en)	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EK02580	Kritzer	kleiner Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EL00342	Lader	Dampf, Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EL00344	Lading	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EL00532	Durchluft	Wirtshaus	kein_Trinken	Getränk	
EL00559	Winlogel	Trunkenbold, Schimpfn. für einen Bewohner der oberels. Weingegend	kein_Trinken	Trinken.Alkohol_trinken	
EL00683	lack	wässerig, von Getränken, Früchten	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	
EL00824	Lump	Lump, Verschwender, Trunkenbold, schlechter Mensch	kein_Trinken	Trinken.Alkohol_trinken	
EL00827	lumpen	nichts arbeiten und statt dessen im Wirtshaus liegen und trinken	kein_Trinken	Trinken.Alkohol_trinken	
EL00951	Lind(en)	Wirtshausschild	kein_Trinken	kein_Trinken	kein_Trinken
EL01034	Füchtlappen	Trinker	kein_Trinken	Trinken.Alkohol_trinken	
EL01180	Lappenlur(e), Lappenlür	Kaffeeschwester	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	
EL01229	usen	ablassen (Wein)	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
EL01574	Wirtslüt	Wirt und Wirtin	kein_Trinken	kein_Trinken	kein_Trinken
EM00635	Mëmmi	Trinker	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
EM00899	mapull	betrunken	kein_Trinken	Trinken.Alkohol_trinken	
EM01245	Fëldmësser	Betrunkener	kein_Trinken	Trinken.Alkohol_trinken	
EN00031	Nëbel	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EN00094	nüechter(e)n	in der Tagesfrühe weder Speise noch Trank zu sich genommen habend	kein_Trinken	Durst	
EN00478	Schnapsnas(e)	rote Nase eines Säufers	kein_Trinken	Trinken.Alkohol_trinken	
EN00481	Sufnas	Säufer	kein_Trinken	Trinken.Alkohol_trinken	
EP00149	Buch II	Bauch einer Flasche	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
EP00202	Büchs(e)	Flasche	kein_Trinken	Getränk	
EP00379	Bügel	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EP00542	bocken	übel riechen; schlecht schmecken, vom weichen Wein	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
EP00645	Boll II	Gefäß, in dem Glühwein aufgetragen wird	kein_Trinken	Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	
EP00919	bamberschieren	unnötig viel Geld verzehren, bes. im Wirtshaus	kein_Trinken	Trinken.Alkohol_trinken	
EP00922	Bample, Bampel	Flasche	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
EP01053	Kaffebohn(e)	Kaffeebohne	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	
EP01137	Strumpfbëndel	Schaum auf dem Bier	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	
EP01174	Bunden, Punten	Korkstopfen auf der Flasche	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
EP01191	Bëngel	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EP01282	bun(t)schen, bunzen	(Wein) fälschen, mit Wasser versetzen Westhalten	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
EP01325	bappig, bäppig	weich, vom Wein	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
EP02080	Position	ein gewöhnliches Trinkglas voll Schnaps	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
EP02169	Buschong	Korkstöpsel, Pfropfen	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	
EP02333	Gebot	beim Zutrinken scherzh. für frz. à votre santé in Verbind. mit dem kurzen à la vôtre in Alle Gebot Santé! wohl bekomm's!	kein_Trinken	kein_Trinken	"Trinkspruch oder Toast sind nicht direkt im Katalog vorhanden, aber das Wort ""Gebinde"" oder  ""Zutrinken"" passen gut zu ""Trinken"". Die genaue Antwort ist: 
Trinken wird oft begleitet von einem ""Toast"", daher passt hier am besten:
Trinken -> kein direkter Treffer 
 Toast = kein direkter Treffer
 Der Kontext des Wortes Gebinde (Bierkrug, Trinkgefäß) und des Wortes Zutrinken (prost!) ist der passendste.
 Da das Wort ""Gebinde"" nicht direkt auffindbar ist, bleibt nur 
kein_Trinken"
EP02361	Butëll(e)	Flasche	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
EP02366	Schnapsbutëll	Schnapsflasche	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
EP02376	Butik	kleine, unsaubere Wirtschaft	kein_Trinken	kein_Trinken	kein_Trinken
EP02415	Harbütel	Rausch	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
EP02545	bitzelëcht, bitzlig	prickelnd, vom Wein	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
EP02699	Bettpfann(e)	Bettflasche	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
EP02814	pfutlen, pfuttlen	quallern, mit Geräusch hervordringen (wie Wasser aus einer Flasche)	kein_Trinken	Trinken.Geräuschvoll_trinken	
EP03009	pflätschen	Wein und Branntwein heimlich verkaufen	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
EP03844	Brënner, Brenner	Branntweinbrenner	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
EP03849	Brënnet	soviel Branntwein man auf einmal brennen kann	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
EP03894	Brand	Rausch	kein_Trinken	Durst	
EP03894	Brand	Inhalt eines Kessels, beim Destillieren von Branntwein	kein_Trinken	Durst	
EP03894	Brand	lokal: Gelände, wo guter Wein wächst	kein_Trinken	Durst	
EP03930	Brenz, Brënz	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EQ00056	Quast	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ER00069	Ribo(tt)	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ER00383	regalieren	bewirten, die Zeche bezahlen	kein_Trinken	Trinken.Alkohol_trinken	
ER00383	regalieren	sich durch Speise und Trank laben, sich's wohl schmecken lassen, sich an einer Lieblingsspeise satt essen	kein_Trinken	Trinken	
ER00670	Rämpes	leichter Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ER01207	rösch	vom Wein, sauer	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
ER01209	Rusch I	Rausch	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
ER01508	Ratzer	saurer Geschmack beim Wein	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
ES00043	Sabel	Rausch	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
ES00046	Schleifsabel	Rausch	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	
ES00047	Schleppsabel	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ES00139	versuechen	kosten	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
ES00281	ab sufen	durch übermässiges Trinken seine Gesundheit untergraben	kein_Trinken	Trinken.Alkohol_trinken	
ES00283	bsoffen	betrunken	kein_Trinken	Trinken.Alkohol_trinken	
ES00287	versufen	durch Trinken verprassen	kein_Trinken	Trinken.Alkohol_trinken	
ES00288	versoffen	den Trinker kennzeichnend	kein_Trinken	Trinken.Alkohol_trinken	
ES00288	versoffen	ertrunken	kein_Trinken	kein_Trinken	kein_Trinken
ES00300	Vollsufer	Säufer allg.	kein_Trinken	Trinken.Alkohol_trinken	
ES00302	Suffus	Säufer, Lump	kein_Trinken	Trinken.Alkohol_trinken	
ES00308	suffig	gut zum Trinken, trinkbar	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	
ES00485	Dudelsack	Betrunkener	kein_Trinken	Trinken.Alkohol_trinken	
ES00529	Schnappsack	Innere Tasche in Rock oder Weste, wohin man Gegenstände steckt, die man nicht gern verlieren will, u. a. auch die Schnapsflasche	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
ES00572	Katzenseckel	Trunkenbold	kein_Trinken	Trinken.Alkohol_trinken	
ES00668	sëlig, selig	glücklich, bes. im Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ES01041	Milchsupp(e)	Suppe aus Milch	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao	
ES01273	Kaffeesatz	Bodensatz in der Kaffeekanne oder –tasse	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	
ES01280	an setzen	anstellen, Schnaps, Essig u. Dergl.	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
ES01714	schicker	betrunken	kein_Trinken	Trinken.Alkohol_trinken	
ES01766	schël	hellrot gefärbt, vom Wein	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
ES01770	schiel	hellrot, vom Wein; frz	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
ES01823	Schild	Schild am Wirtshaus	kein_Trinken	kein_Trinken	kein_Trinken
ES01924	scheneros, schenerös	zurückhaltend im Essen und Trinken	kein_Trinken	Trinken.Langsam_kleine_Mengen_trinken	
ES02012	in schënken	einschenken, von Getränken	kein_Trinken	Trinken	
ES02013	us schënken	Getränke ausschenken	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
ES02186	Schërben, Schirben, Schirmen	Milchtopf von 1 Lit. Inhalt	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	
ES02246	Schassör	du hast einen Affen, bist betrunken	kein_Trinken	Trinken.Alkohol_trinken	
ES02278	Bettschisser	zottige, schwarze Rotwein-Traube	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
ES02536	Winschluch	Säufer	kein_Trinken	Trinken.Alkohol_trinken	
ES02601	schlifen	leicht angetrunken sein	kein_Trinken	Trinken.Alkohol_trinken	
ES02687	Schlegel	grosse, hohe Flasche; Demin. kleines Hohlmass für Hülsenbohnen	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
ES02725	Schluck	Schluck, Zug	kein_Trinken	Trinken.Langsam_kleine_Mengen_trinken	
ES02739	Gschlamassel(s)	die Zeche	kein_Trinken	Trinken.Alkohol_trinken	
ES02764	Schlamper	grosse, blaue Traubenart, die selten reif wird. Der Wein erhält durch sie eine gefällige Farbe	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
ES03158	Schmier(e)	Zeche	kein_Trinken	Trinken.Alkohol_trinken	
ES03172	schmieren	den Wein verfälschen	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
ES03420	an schnallen	aufbürden, eine Lüge oder auch die Zeche im Wirtshaus	kein_Trinken	Trinken.Alkohol_trinken	
ES03508	schnäpslen	intr. nach Schnaps riechen	kein_Trinken	Trinken.Alkohol_trinken	
ES03509	verschnäpslen	in Schnaps vertrinken	kein_Trinken	Trinken.Alkohol_trinken	
ES03510	Schnapser	Schnapstrinker	kein_Trinken	Trinken.Alkohol_trinken	
ES03804	schwëblen, schwëflen	schwefeln, vom Wein	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
ES03849	geschwullen, geschwollen	betrunken	kein_Trinken	Trinken.Alkohol_trinken	
ES03888	Schwan	Wirtshausschild	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	
ES04354	Spitz, Spitzen	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ES04428	gesprickelt	leicht angetrunken und darum nicht recht bei Sinnen	kein_Trinken	Trinken.Alkohol_trinken	
ES04430	gespricklig	verklärt, vom Gesicht nach einem besseren Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ES04526	gespritzt , gesprezt	ein wenig betrunken, halb verrückt	kein_Trinken	Trinken.Alkohol_trinken	
ES04532	Spritzer, Spretzer	leichter Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ES04586	Staub	Rausch	kein_Trinken	kein_Trinken	kein_Trinken
ES04600	Stäüber	leichter Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ES04639	Stüber	kleiner Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ES04667	Stich	leichter Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ES04677	stichlen	säuerlich werden (vom Wein)	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
ES04757	Stëfzen	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ES04830	uf stecken	um das Trinkgeld spielen, von den Musikanten bei Festen. Zu einer bestimmten Stunde verlassen Musiker und die Tanzenden, letztere paarweise, das Tanzlokal und begeben sich in die Wirtschaftsräume, woselbst von den Musikern	kein_Trinken	kein_Trinken	kein_Trinken
ES05133	Stümple, Stümpel	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ES05345	Stipper	Rausch	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
ES05402	Stipser	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ES05412	stierig	betrunken	kein_Trinken	Trinken.Alkohol_trinken	
ES05458	Sturm	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ES05601	Stütz(e)	Küferkübel, zugleich Hohlmass für Wein, mit verschiedenem Rauminhalt, in der Regel 10 l, aber auch 12-15. Die Liter sind gekennzeichnet durch eingetriebene Nägel oder Pflöcke	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	
ES05640	Strubel	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ES05713	strack	sinnlos (steif) betrunken	kein_Trinken	Trinken.Alkohol_trinken	
ET00024	Tee	Teeblätter	kein_Trinken	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	
ET00077	täübelen	in der Betrunkenheit dumme Faxen machen	kein_Trinken	Trinken.Alkohol_trinken	
ET00137	Dächle, Dächel	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ET00223	betuech(t), betaücht	betrunken, und in diesem Zustande dann reich, zufrieden	kein_Trinken	Trinken.Alkohol_trinken	
ET00269	Dudel	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ET00272	bedudelt	betrunken	kein_Trinken	Trinken.Alkohol_trinken	
ET00282	Dudi	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ET00311	taüfen, täüfen	mit Wasser versetzen	kein_Trinken	Trinken	
ET00481	Dackel	Verwirrung, Betäubung, Taumel, Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ET00532	dick I	geronnen, von der Milch	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	
ET00631	tollicht	eingenommen, vom Kopf, sei es infolge zu starken Genusses geistiger Getränke, sei es infolge dumpfer Luft	kein_Trinken	[ungültig]	Trinken.Alkoholhaltiges_Kaltgetränk.Spirituose
ET00753	Dämpes,Dampes	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ET00756	Dampf	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ET00942	Tante	Hurenwirtin	kein_Trinken	kein_Trinken	kein_Trinken
ET01264	Turlitam, Tirlitam, Tirlitum, Turlutu	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ET01281	Türmel	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ET01396	Dusel	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ET01400	beduselt	betrunken	kein_Trinken	Trinken.Alkohol_trinken	
ET01401	duselig	leicht betrunken	kein_Trinken	Trinken.Alkohol_trinken	
ET01548	Dutt	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ET01844	uf tragen	auftischen	kein_Trinken	Trinken.Austrinken	
ET01862	Traget(e)	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
ET01939	Druck	soviel auf einmal gepresst oder gekeltert wird	kein_Trinken	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk	
ET02153	tränken	das Vieh tränken, scherzh. auch vom Menschen: zu trinken geben	kein_Trinken	Trinken	
EW00497	Wëll(e)	Rausch	kein_Trinken	Trinken.Alkohol_trinken	
EW00723	gewinnen	Wein abzapfen durch die kleine mit hölzernem Keil verschlossene Öffnung	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	
EW00919	wërden	beim Kartenspiel die Zeche oder einen Teil derselben verlieren	kein_Trinken	Trinken.Alkohol_trinken	
EW00952	würflen	sich erbrechen, besonders infolge von Trunkenheit	kein_Trinken	Trinken.Alkohol_trinken	
EW01086	Wirt, Wurt, Wert	Wirt, Gastwirt	kein_Trinken	Getränk	
EW01088	Wirtinne, Wirten	Wirtin	kein_Trinken	kein_Trinken	kein_Trinken
EW01090	Wirtschaft	Wirtschaft, Wirtshaus	kein_Trinken	Getränk	
EW01297	Wäsch  I	Weinstein	kein_Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	
